🕘️更新时间,#genre#
CCTV-7,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265007/$订阅源-IPv6
CCTV-7,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000017218/1.m3u8$订阅源-IPv6
CCTV-7,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$订阅源-IPv6
CCTV-7,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010215/$订阅源-IPv6
CCTV-7,http://[2409:8087:74f0:22::5]:6410/270000001128/9900000504/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000720$订阅源-IPv6
CCTV-7,http://58.19.43.46:9901/tsfile/live/1026_1.m3u8$订阅源
CCTV-7,http://123.161.39.128:9901/tsfile/live/0007_1.m3u8$订阅源
CCTV-7,http://123.166.61.70:8003/hls/42/index.m3u8$订阅源
CCTV-7,http://z.b.bkpcp.top/m.php?id=cctv7$订阅源
CCTV-7,http://220.170.241.204:9901/tsfile/live/0007_1.m3u8$订阅源
CCTV-8,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010216/1.m3u8$订阅源-IPv6
CCTV-8,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$订阅源-IPv6
CCTV-8,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000008/index.m3u8?$订阅源-IPv6
CCTV-8,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000376/index.m3u8?IASHttpSessionId=$订阅源-IPv6
CCTV-8,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010216/$订阅源-IPv6
CCTV-8,http://58.19.43.46:9901/tsfile/live/1027_1.m3u8$订阅源
CCTV-8,http://123.161.39.128:9901/tsfile/live/0008_1.m3u8$订阅源
CCTV-8,http://z.b.bkpcp.top/m.php?id=cctv8$订阅源
CCTV-8,http://220.170.241.204:9901/tsfile/live/0008_1.m3u8$订阅源
CCTV-8,http://183.94.1.118:8801/tsfile/live/0008_1.m3u8$订阅源
CCTV-9,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000028286/1.m3u8$订阅源-IPv6
CCTV-9,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$订阅源-IPv6
CCTV-9,http://[2409:8087:1a0a:df::4015]:80/wh7f454c46tw1711975279_-1056895978/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$订阅源-IPv6
CCTV-9,http://[2409:8087:74d9:21::6]:80/270000001128/9900000505/index.m3u8$订阅源-IPv6
CCTV-9,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000505/index.m3u8$订阅源-IPv6
CCTV-9,http://58.19.43.46:9901/tsfile/live/1028_1.m3u8$订阅源
CCTV-9,http://123.161.39.128:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV-9,http://z.b.bkpcp.top/m.php?id=cctv9$订阅源
CCTV-9,http://183.3.134.56:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV-9,http://220.170.241.204:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV-10,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000026367/1.m3u8$订阅源-IPv6
CCTV-10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$订阅源-IPv6
CCTV-10,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010203/$订阅源-IPv6
CCTV-10,http://[2409:8087:1a0a:df::4031]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$订阅源-IPv6
CCTV-10,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000321/index.m3u8?IASHttpSessionId=$订阅源-IPv6
CCTV-10,http://58.19.43.46:9901/tsfile/live/1029_1.m3u8$订阅源
CCTV-10,http://123.161.39.128:9901/tsfile/live/0010_1.m3u8$订阅源
CCTV-10,http://z.b.bkpcp.top/m.php?id=cctv10$订阅源
CCTV-10,http://220.170.241.204:9901/tsfile/live/0010_1.m3u8$订阅源
CCTV-10,http://183.94.1.118:8801/tsfile/live/0010_1.m3u8$订阅源
CCTV-11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8$订阅源-IPv6
CCTV-11,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010092/1.m3u8?$订阅源-IPv6
CCTV-11,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000508/index.m3u8?$订阅源-IPv6
CCTV-11,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8$订阅源-IPv6
CCTV-11,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226565/index.m3u8$订阅源-IPv6
CCTV-11,http://58.19.43.46:9901/tsfile/live/1030_1.m3u8$订阅源
CCTV-11,http://123.161.39.128:9901/tsfile/live/0011_1.m3u8$订阅源
CCTV-11,http://123.166.61.70:8003/hls/43/index.m3u8$订阅源
CCTV-11,http://z.b.bkpcp.top/m.php?id=cctv11$订阅源
CCTV-11,http://183.3.134.56:9901/tsfile/live/0011_1.m3u8$订阅源
CCTV-12,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226568/index.m3u8$订阅源-IPv6
CCTV-12,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8$订阅源-IPv6
CCTV-12,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$订阅源-IPv6
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8$订阅源-IPv6
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$订阅源-IPv6
CCTV-12,http://58.19.43.46:9901/tsfile/live/1031_1.m3u8$订阅源
CCTV-12,http://123.161.39.128:9901/tsfile/live/0012_1.m3u8$订阅源
CCTV-12,http://z.b.bkpcp.top/m.php?id=cctv12$订阅源
CCTV-12,http://183.3.134.56:9901/tsfile/live/0012_1.m3u8$订阅源
CCTV-12,http://220.170.241.204:9901/tsfile/live/0012_1.m3u8$订阅源
CCTV-13,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031108/$订阅源-IPv6
CCTV-13,http://[2409:8087:1a0a:df::4031]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8$订阅源-IPv6
CCTV-13,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031108/1.m3u8?channel-id=bestzb&Contentid=5000000011000031108&livemode=1&stbId=3$订阅源-IPv6
CCTV-13,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000021303/1.m3u8$订阅源-IPv6
CCTV-13,http://[2409:8087:74d9:21::6]:80/270000001128/9900000510/index.m3u8$订阅源-IPv6
CCTV-13,http://58.19.43.46:9901/tsfile/live/1032_1.m3u8$订阅源
CCTV-13,http://123.161.39.128:9901/tsfile/live/0013_1.m3u8$订阅源
CCTV-13,http://z.b.bkpcp.top/m.php?id=cctv13$订阅源
CCTV-13,http://183.94.1.118:8801/tsfile/live/0013_1.m3u8$订阅源
CCTV-13,http://175.10.230.91:8081/tsfile/live/0013_1.m3u8$订阅源
CCTV-14,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$订阅源-IPv6
CCTV-14,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000511/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000363$订阅源-IPv6
CCTV-14,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/index.m3u8$订阅源-IPv6
CCTV-14,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/1.m3u8?$订阅源-IPv6
CCTV-14,http://[2409:8087:1a0a:df::404d]:80/wh7f454c46tw1988565230_-380430064/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8CCTV16%E5%A5%A5%E6%9E%97%E5%8C%B9%E5%85%8B?icpid=88888888&RTS=1713968817&from=4&hms_devid=1208&online=1713968817&vqe=3$订阅源-IPv6
CCTV-14,http://58.19.43.46:9901/tsfile/live/1033_1.m3u8$订阅源
CCTV-14,http://123.161.39.128:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV-14,http://z.b.bkpcp.top/m.php?id=cctv14$订阅源
CCTV-14,http://183.3.134.56:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV-14,http://220.170.241.204:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV-15,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000512/index.m3u8$订阅源-IPv6
CCTV-15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8?$订阅源-IPv6
CCTV-15,http://[2409:8087:1a01:df::4033]:80/TVOD/88888888/224/3221226127/main.m3u8$订阅源-IPv6
CCTV-15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225601/index.m3u8$订阅源-IPv6
CCTV-15,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000346/index.m3u8?IASHttpSessionId=$订阅源-IPv6
CCTV-15,http://58.19.43.46:9901/tsfile/live/1034_1.m3u8$订阅源
CCTV-15,http://123.161.39.128:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV-15,http://123.166.61.70:8003/hls/44/index.m3u8$订阅源
CCTV-15,http://z.b.bkpcp.top/m.php?id=cctv15$订阅源
CCTV-15,http://183.3.134.56:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV-16,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$订阅源-IPv6
CCTV-16,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000006000233002/1.m3u8?channel-id=ystenlive&Contentid=1000000006000233002&livemode=1&stbId=3$订阅源-IPv6
CCTV-16,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226413/index.m3u8$订阅源-IPv6
CCTV-16,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221226100/2.m3u8$订阅源-IPv6
CCTV-16,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/main.m3u8$订阅源-IPv6
CCTV-16,http://123.166.61.70:8003/hls/16/index.m3u8$订阅源
CCTV-16,http://171.110.42.239:8181/tsfile/live/1000_1.m3u8$订阅源
CCTV-16,http://117.190.144.101:1111/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-16,http://117.190.144.101:1111/tsfile/live/0016_1.m3u8$订阅源
CCTV-16,http://113.236.31.149:9901/tsfile/live/1027_1.m3u8$订阅源
CCTV-17,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010210/$订阅源-IPv6
CCTV-17,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$订阅源-IPv6
CCTV-17,http://[2409:8087:1a0a:df::4030]:80/wh7f454c46tw2178989547_-748691326/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$订阅源-IPv6
CCTV-17,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000513/index.m3u8$订阅源-IPv6
CCTV-17,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225765/index.m3u8$订阅源-IPv6
CCTV-17,http://58.19.43.46:9901/tsfile/live/1047_1.m3u8$订阅源
CCTV-17,http://z.b.bkpcp.top/m.php?id=cctv17$订阅源
CCTV-17,http://171.110.42.239:8181/tsfile/live/0019_1.m3u8$订阅源
CCTV-17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8$订阅源
CCTV-17,http://117.190.144.101:1111/tsfile/live/0017_1.m3u8$订阅源
CETV1,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000076/index.m3u8?IASHttpSessionId=$订阅源-IPv6
CETV1,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000076/index.m3u8?IASHttpSessionId=$订阅源-IPv6
CETV1,http://[2409:8087:74d9:21::6]:80/270000001128/9900000046/index.m3u8$订阅源-IPv6
CETV1,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8$订阅源-IPv6
CETV1,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000002000002652/index.m3u8?channel-id=bestzb&Contentid=5000000002000002652&livemode=1&stbId=3$订阅源-IPv6
CETV1,http://[2409:8087:5e08:24::2]:6610/000000001000/5000000002000002652/index.m3u8?channel-id=bestzb&Contentid=5000000002000002652&livemode=1&stbId=3$订阅源-IPv6
CETV1,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000046/index.m3u8?$订阅源-IPv6
CETV1,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000046/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000046$订阅源-IPv6
CETV2,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000077/index.m3u8?IASHttpSessionId=$订阅源-IPv6
CETV2,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000077/index.m3u8?IASHttpSessionId=$订阅源-IPv6
CETV2,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8$订阅源-IPv6
CETV2,http://[2409:8087:74d9:21::6]:80/270000001128/9900000071/index.m3u8$订阅源-IPv6
CETV2,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000071/index.m3u8?$订阅源-IPv6
CETV2,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000071/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000071$订阅源-IPv6
CETV4,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000666/index.m3u8?IASHttpSessionId=$订阅源-IPv6
CETV4,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000666/index.m3u8?IASHttpSessionId=$订阅源-IPv6
CETV4,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8$订阅源-IPv6
CETV4,http://[2409:8087:74d9:21::6]:80/270000001128/9900000072/index.m3u8$订阅源-IPv6
CETV4,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031126/index.m3u8?channel-id=bestzb&Contentid=5000000011000031126&livemode=1&stbId=3$订阅源-IPv6
CETV4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001$订阅源
CETV4,http://[2409:8087:5e08:24::2]:6610/000000001000/5000000011000031126/index.m3u8?channel-id=bestzb&Contentid=5000000011000031126&livemode=1&stbId=3$订阅源-IPv6
CETV4,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000072/index.m3u8?$订阅源-IPv6
CETV4,http://[2409:8087:74d6:22::7]:6410/270000001128/9900000072/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000072$订阅源-IPv6

💰央视付费频道,#genre#
风云足球,http://113.236.31.149:9901/tsfile/live/1122_1.m3u8$订阅源
风云足球,http://61.243.161.199:9901/tsfile/live/1122_1.m3u8$订阅源
风云足球,http://113.57.111.4:1111/tsfile/live/1033_1.m3u8$订阅源
风云足球,http://120.238.94.10:9901/tsfile/live/1087_1.m3u8$订阅源

📡卫视频道,#genre#
广东卫视,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$订阅源-IPv6
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010055/index.m3u8$订阅源-IPv6
广东卫视,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002203/index.m3u8$订阅源-IPv6
广东卫视,http://[2409:8087:74f0:22::6]:6410/270000001128/9900000520/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000520$订阅源-IPv6
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226248/index.m3u8$订阅源-IPv6
广东卫视,http://58.19.43.46:9901/tsfile/live/1039_1.m3u8$订阅源
广东卫视,http://123.161.39.128:9901/tsfile/live/0125_1.m3u8$订阅源
广东卫视,http://123.166.61.70:8003/hls/21/index.m3u8$订阅源
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws$订阅源
广东卫视,http://220.170.241.204:9901/tsfile/live/0125_1.m3u8$订阅源
浙江卫视,http://[2409:8087:74f0:22::5]:6410/270000001128/9900000531/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000531$订阅源-IPv6
浙江卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226339/index.m3u8$订阅源-IPv6
浙江卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000009806/1.m3u8$订阅源-IPv6
浙江卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000017320/1.m3u8$订阅源-IPv6
浙江卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010070/index.m3u8$订阅源-IPv6
浙江卫视,http://58.19.43.46:9901/tsfile/live/1037_1.m3u8$订阅源
浙江卫视,http://183.94.1.118:8801/tsfile/live/0124_1.m3u8$订阅源
浙江卫视,http://175.10.230.91:8081/tsfile/live/0124_1.m3u8$订阅源
浙江卫视,http://171.110.42.239:8181/tsfile/live/0124_1.m3u8$订阅源
浙江卫视,http://222.169.85.8:9901/tsfile/live/0019_1.m3u8$订阅源
湖南卫视,http://[2409:8087:1a0a:df::4018]:80/wh7f454c46tw3074498827_-624608810/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8?icpid=88888888&RTS=1713969903&from=4&hms_devid=990&online=1713969903&vqe=3$订阅源-IPv6
湖南卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226193/index.m3u8$订阅源-IPv6
